transaction_id,transaction_date,amount,transaction_type,device_type,location,account_age_days,is_fraud
10336,2023-03-15,767.18,Online,Mobile,Canada,756,1
10337,2023-07-06,264.97,Transfer,Web,Germany,1818,0
10338,2023-03-03,332.88,POS,Mobile,Canada,1924,0
10339,2023-12-03,98.49,Transfer,Web,UK,994,0
10340,2023-06-13,28.78,Online,Mobile,India,1787,0
10341,2023-02-25,234.04,POS,Mobile,UK,879,0
10342,2023-04-21,104.54,POS,Mobile,UK,1051,0
10343,2023-08-06,594.72,Transfer,Web,India,146,0
10344,2023-08-28,43.04,Transfer,Web,UK,1026,0
10345,2023-01-21,196.97,Online,Web,Canada,543,0
10346,2023-05-21,402.07,Online,Web,India,1222,0
10347,2023-09-22,103.11,Online,Mobile,India,843,0
10348,2023-05-19,614.38,Transfer,Web,UK,996,0
10349,2023-03-11,15.94,POS,Web,USA,1794,0
10350,2023-04-28,176.83,Transfer,Mobile,UK,1815,0
10351,2023-07-17,300.46,Online,Mobile,Germany,1900,0
10352,2023-07-24,45.08,Online,Mobile,Canada,108,0
10353,2023-08-02,11.92,POS,Web,Germany,480,0
10354,2023-02-25,16.65,Transfer,Mobile,Canada,370,0
10355,2023-10-14,76.91,POS,Web,India,1654,0
10356,2023-10-20,50.51,Online,Mobile,India,1795,0
10357,2023-06-24,50.69,Online,Mobile,USA,622,0
10358,2023-12-13,122.69,Online,Mobile,Germany,1694,0
10359,2023-05-08,17.75,Online,Web,India,1772,0
10360,2023-11-21,1080.76,Online,Mobile,Germany,1087,1
10361,2023-10-19,238.02,POS,Mobile,India,1479,0
10362,2023-10-15,6.15,POS,Mobile,Germany,490,0
10363,2023-08-14,235.47,Online,Mobile,USA,962,0
10364,2023-03-05,313.88,Transfer,Mobile,Germany,1637,0
10365,2023-02-17,42.33,Online,Web,India,1361,0
10366,2023-07-21,366.86,POS,Mobile,USA,652,0
10367,2023-12-03,189.23,POS,Mobile,India,279,0
10368,2023-03-01,343.91,Transfer,Mobile,India,1912,0
10369,2023-09-14,252.25,POS,Mobile,UK,1518,0
10370,2023-03-06,243.9,Online,Mobile,USA,1941,0
10371,2023-08-27,34.45,Online,Mobile,Germany,825,0
10372,2023-10-16,75.9,Online,Web,UK,1405,0
10373,2023-02-07,148.15,Transfer,Web,India,1797,0
10374,2023-01-25,23.88,POS,Web,Canada,1808,0
10375,2023-02-28,130.21,Transfer,Web,Canada,985,0
10376,2023-12-23,117.87,Online,Mobile,Germany,779,0
10377,2023-10-24,52.77,Online,Web,USA,1960,0
10378,2023-06-07,44.56,Online,Mobile,USA,1934,0
10379,2023-02-26,56.84,Online,Mobile,India,1636,0
10380,2023-02-17,185.83,Transfer,Web,India,1748,0
10381,2023-11-24,107.21,Online,Web,Germany,110,0
10382,2023-02-25,106.87,Online,Web,Germany,116,0
10383,2023-03-06,40.11,Online,Web,USA,965,0
10384,2023-09-25,309.64,POS,Mobile,UK,1524,0
10385,2023-03-10,241.05,Online,Web,UK,257,0
10386,2023-08-04,112.1,POS,Web,UK,38,0
10387,2023-03-30,30.68,Online,Mobile,USA,1346,0
10388,2023-10-08,250.84,Online,Web,Germany,772,0
10389,2023-09-14,458.22,Online,Mobile,Canada,771,0
10390,2023-06-09,39.27,Transfer,Mobile,Germany,1201,0
10391,2023-08-22,184.59,POS,Web,India,1356,0
10392,2023-05-11,110.44,Online,Web,UK,78,0
10393,2023-02-18,18.35,Online,Mobile,India,1756,0
10394,2023-05-27,258.8,Online,Web,Canada,468,0
10395,2023-11-12,14.76,Online,Mobile,USA,1684,0
10396,2023-01-02,242.29,POS,Web,Canada,23,0
10397,2023-11-25,66.02,Online,Web,India,1629,0
10398,2023-05-25,166.79,Online,Mobile,UK,787,0
10399,2023-03-02,34.98,POS,Web,Canada,15,0
10400,2023-09-30,92.69,Online,Web,India,785,0
10401,2023-02-18,21.98,Online,Web,India,772,0
10402,2023-11-28,125.96,Online,Mobile,Canada,604,0
10403,2023-05-11,47.98,Online,Web,USA,1598,0
10404,2023-02-12,41.63,Online,Mobile,Canada,127,0
10405,2023-02-26,22.67,Online,Web,UK,262,0
10406,2023-02-19,290.0,Online,Mobile,UK,678,0
10407,2023-06-27,204.06,Online,Mobile,Canada,1203,0
10408,2023-10-20,34.13,POS,Mobile,Canada,1188,0
10409,2023-02-15,127.89,Transfer,Mobile,India,875,0
10410,2023-06-19,216.28,POS,Web,USA,1996,0
10411,2023-09-28,420.86,Online,Mobile,Germany,960,0
10412,2023-12-02,12.28,Online,Mobile,UK,1485,0
10413,2023-05-19,89.99,Transfer,Mobile,Germany,466,0
10414,2023-09-04,191.4,Online,Mobile,USA,1358,0
10415,2023-05-28,3.15,Transfer,Web,USA,882,0
10416,2023-08-18,55.82,POS,Web,India,1412,0
10417,2023-10-07,273.22,POS,Web,UK,1041,0
10418,2023-05-05,87.93,Online,Mobile,USA,1632,0
10419,2023-07-11,17.66,POS,Web,USA,1101,0
10420,2023-03-21,197.02,Online,Mobile,Germany,784,0
10421,2023-04-04,57.55,Online,Mobile,India,1747,0
10422,2023-08-14,241.9,POS,Mobile,Germany,1767,0
10423,2023-03-06,460.87,Online,Mobile,UK,568,0
10424,2023-03-29,150.1,Online,Mobile,India,989,0
10425,2023-03-29,182.83,Online,Web,Canada,1633,0
10426,2023-07-20,144.48,Online,Web,India,1378,0
10427,2023-08-02,340.14,POS,Mobile,Germany,1505,0
10428,2023-07-23,55.34,Online,Mobile,Canada,1936,0
10429,2023-03-30,102.68,Transfer,Web,India,1206,0
10430,2023-03-02,450.82,Transfer,Mobile,Canada,1226,0
10431,2023-09-28,257.21,Online,Web,USA,840,0
10432,2023-04-04,77.16,POS,Web,UK,143,0
10433,2023-11-03,357.51,Online,Web,Canada,41,0
10434,2023-01-27,54.58,Online,Mobile,India,996,0
10435,2023-08-02,201.12,Online,Mobile,USA,1646,0
10436,2023-03-15,626.8,Online,Mobile,Germany,894,1
10437,2023-03-02,171.0,Online,Mobile,USA,221,0
10438,2023-07-05,321.36,Online,Mobile,Canada,1720,0
10439,2023-01-31,265.93,Online,Mobile,UK,71,1
10440,2023-08-07,401.57,Online,Mobile,Canada,910,0
10441,2023-01-12,693.24,Transfer,Web,UK,840,0
10442,2023-10-29,4.51,Online,Mobile,Germany,766,0
10443,2023-02-01,5.65,Online,Web,Germany,1069,0
10444,2023-06-09,180.49,POS,Web,UK,830,0
10445,2023-08-25,616.89,Transfer,Mobile,USA,803,0
10446,2023-08-15,132.98,POS,Mobile,Canada,1150,0
10447,2023-06-30,366.24,Online,Mobile,India,1299,0
10448,2023-11-13,292.12,Online,Web,USA,1605,0
10449,2023-02-15,137.93,Online,Mobile,UK,1794,0
10450,2023-12-07,143.97,Online,Mobile,USA,1476,0
10451,2023-03-21,114.55,POS,Mobile,USA,1691,0
10452,2023-05-15,58.12,Online,Mobile,Germany,1416,0
10453,2023-09-17,391.39,POS,Mobile,USA,256,0
10454,2023-11-04,47.04,POS,Mobile,UK,1807,0
10455,2023-09-04,474.86,POS,Mobile,UK,304,0
10456,2023-06-08,89.17,Online,Mobile,USA,1689,0
10457,2023-07-22,5.37,Transfer,Mobile,Germany,1916,0
10458,2023-04-22,36.88,Online,Mobile,Canada,1499,0
10459,2023-10-19,437.54,Online,Web,USA,555,0
10460,2023-11-06,27.5,Online,Mobile,India,287,0
10461,2023-04-29,268.47,POS,Web,India,740,0
10462,2023-01-17,40.38,POS,Mobile,Canada,266,0
10463,2023-11-27,138.2,Online,Web,Germany,1495,0
10464,2023-08-15,45.93,POS,Mobile,Germany,1489,0
10465,2023-12-27,81.04,Transfer,Mobile,Germany,587,0
10466,2023-04-27,26.67,Online,Mobile,USA,1036,0
10467,2023-02-12,162.39,Transfer,Mobile,Germany,1046,0
10468,2023-04-25,91.09,Transfer,Mobile,USA,35,0
10469,2023-10-10,90.98,Online,Web,UK,1663,0
10470,2023-02-06,7.87,POS,Web,Germany,1086,0
10471,2023-10-29,29.27,Transfer,Web,UK,1798,0
10472,2023-04-23,245.88,POS,Mobile,UK,843,0
10473,2023-02-04,69.15,Online,Web,Canada,924,0
10474,2023-05-12,116.7,POS,Mobile,Germany,1690,0
10475,2023-12-02,288.0,POS,Mobile,Canada,1653,0
10476,2023-12-02,117.67,Online,Web,USA,38,0
10477,2023-08-16,51.14,Online,Mobile,UK,1395,0
10478,2023-05-27,159.62,Online,Web,India,1158,0
10479,2023-05-02,323.1,POS,Mobile,USA,409,0
10480,2023-03-22,183.08,Online,Mobile,Canada,416,0
10481,2023-06-22,109.01,Online,Mobile,UK,180,0
10482,2023-06-03,26.85,Transfer,Web,India,947,0
10483,2023-05-30,57.19,Transfer,Web,Germany,682,0
10484,2023-02-27,584.2,Transfer,Mobile,India,1495,0
10485,2023-03-04,295.51,POS,Mobile,India,619,0
10486,2023-06-05,18.33,Online,Web,UK,1546,0
10487,2023-12-22,1.11,POS,Web,USA,687,0
10488,2023-11-18,38.58,Online,Web,UK,1016,0
10489,2023-06-17,576.09,Online,Web,Germany,429,0
10490,2023-06-15,173.52,Transfer,Mobile,Canada,1816,0
10491,2023-03-26,364.85,Online,Web,Germany,1312,0
10492,2023-05-17,125.18,POS,Mobile,India,147,0
10493,2023-07-08,350.47,Online,Web,UK,928,0
10494,2023-01-02,6.9,Online,Mobile,USA,451,0
10495,2023-04-16,111.31,Online,Mobile,Germany,1948,0
10496,2023-12-30,94.83,Online,Mobile,Germany,476,0
10497,2023-03-13,798.5,Online,Web,Germany,94,0
10498,2023-05-06,71.47,Online,Web,USA,884,0
10499,2023-06-19,107.89,POS,Mobile,Canada,1767,0
10500,2023-07-24,284.43,Transfer,Mobile,Canada,955,0
10501,2023-11-09,425.24,Online,Mobile,UK,431,0
10502,2023-12-03,421.38,Online,Mobile,Germany,12,1
10503,2023-07-14,100.34,Online,Web,India,1009,0
10504,2023-06-07,593.45,POS,Web,Germany,471,0
10505,2023-05-21,211.98,POS,Mobile,UK,533,0
10506,2023-10-02,380.94,Online,Mobile,Germany,260,0
10507,2023-01-07,521.49,Online,Web,USA,1841,0
10508,2023-02-23,53.21,Transfer,Mobile,Germany,423,0
10509,2023-04-14,138.31,Online,Web,USA,415,0
10510,2023-12-08,177.25,POS,Mobile,India,1835,0
10511,2023-12-04,324.34,POS,Mobile,Canada,752,0
10512,2023-03-02,102.55,POS,Web,UK,1241,0
10513,2023-03-28,47.26,POS,Web,India,118,0
10514,2023-09-15,271.92,Online,Web,USA,1057,0
10515,2023-06-27,179.46,POS,Web,Canada,428,0
10516,2023-08-30,457.14,POS,Mobile,Germany,1426,0
10517,2023-07-22,212.86,Online,Mobile,USA,949,0
10518,2023-01-31,3.39,POS,Mobile,UK,1053,0
10519,2023-10-16,680.15,Online,Mobile,Germany,515,1
10520,2023-03-21,179.84,Online,Mobile,USA,1744,0
10521,2023-01-11,181.21,Online,Web,Germany,1584,0
10522,2023-09-11,479.95,Online,Mobile,Germany,663,0
10523,2023-10-14,218.02,POS,Web,Germany,23,0
10524,2023-06-25,130.52,Online,Mobile,Canada,1354,0
10525,2023-05-06,22.7,POS,Mobile,UK,1873,0
10526,2023-02-16,655.08,Online,Mobile,Canada,103,1
10527,2023-07-25,16.35,Online,Mobile,Germany,505,0
10528,2023-04-17,37.34,Online,Web,Canada,1778,0
10529,2023-10-02,342.45,Online,Mobile,UK,609,0
10530,2023-12-03,134.83,Online,Web,India,1991,0
10531,2023-05-03,39.27,POS,Web,India,797,0
10532,2023-05-14,67.42,Online,Mobile,USA,1445,0
10533,2023-04-17,1023.68,POS,Mobile,India,812,0
10534,2023-11-01,175.42,POS,Mobile,Germany,309,0
10535,2023-11-25,102.7,Online,Web,Canada,1472,0
10536,2023-02-19,417.85,Transfer,Web,India,967,0
10537,2023-12-03,130.67,Online,Web,UK,1153,0
10538,2023-04-05,73.62,POS,Web,Germany,1472,0
10539,2023-09-25,35.88,Transfer,Web,USA,598,0
10540,2023-01-23,272.88,Online,Mobile,UK,764,0
10541,2023-02-23,181.38,Online,Mobile,Canada,1015,0
10542,2023-09-11,19.38,Online,Web,Germany,1576,0
10543,2023-08-23,179.12,POS,Mobile,Germany,1784,0
10544,2023-02-28,34.74,Online,Mobile,Canada,124,0
10545,2023-06-13,800.39,Online,Web,India,765,0
10546,2023-09-16,60.14,Online,Mobile,Germany,23,1
10547,2023-11-10,238.16,POS,Web,Canada,442,0
10548,2023-08-04,213.45,Transfer,Mobile,Canada,1563,0
10549,2023-07-02,235.11,Transfer,Mobile,India,547,0
10550,2023-02-26,112.42,Transfer,Web,Germany,1844,0
10551,2023-05-25,15.45,Online,Web,USA,1230,0
10552,2023-03-31,782.48,POS,Mobile,Canada,1953,0
10553,2023-11-07,42.52,Transfer,Mobile,Germany,1499,0
10554,2023-02-14,293.69,Transfer,Mobile,USA,421,0
10555,2023-09-14,29.6,Online,Mobile,UK,1563,0
10556,2023-01-21,66.03,Online,Web,Canada,1479,0
10557,2023-01-21,164.14,Online,Web,India,989,0
10558,2023-02-21,106.71,Online,Web,Germany,40,0
10559,2023-12-04,635.29,POS,Mobile,UK,421,0
10560,2023-06-20,376.36,POS,Mobile,India,988,0
10561,2023-03-08,509.67,POS,Mobile,Canada,61,1
10562,2023-04-23,204.72,Transfer,Mobile,Germany,1776,0
10563,2023-10-27,49.41,Transfer,Mobile,USA,703,0
10564,2023-06-09,146.17,Online,Mobile,UK,1689,0
10565,2023-09-23,290.09,Online,Web,UK,536,0
10566,2023-11-16,13.38,Online,Web,UK,569,0
10567,2023-08-20,397.73,Transfer,Web,Canada,769,0
10568,2023-11-21,199.58,Online,Web,India,790,0
10569,2023-03-09,257.16,Online,Web,Canada,190,0
10570,2023-01-28,237.03,POS,Web,UK,1609,0
10571,2023-04-26,376.46,Online,Web,Canada,67,0
10572,2023-02-20,18.32,Transfer,Web,Germany,830,0
10573,2023-06-30,94.66,Online,Mobile,Canada,607,0
10574,2023-09-17,139.68,POS,Mobile,Canada,1128,0
10575,2023-03-20,158.19,POS,Web,Canada,815,0
10576,2023-09-30,571.39,Transfer,Web,Germany,1669,0
10577,2023-04-18,8.68,Online,Mobile,India,1141,0
10578,2023-03-15,402.57,POS,Mobile,India,1650,0
10579,2023-06-24,160.55,POS,Web,India,1181,0
10580,2023-07-03,161.77,Online,Web,Germany,1156,0
10581,2023-01-23,77.23,Online,Web,USA,1750,0
10582,2023-10-01,206.35,Transfer,Mobile,India,1459,0
10583,2023-05-09,207.93,POS,Web,India,1391,0
10584,2023-10-18,41.97,Online,Web,UK,1376,0
10585,2023-11-16,226.02,Transfer,Mobile,USA,1437,0
10586,2023-07-05,62.04,Transfer,Web,India,1764,0
10587,2023-02-28,233.46,Online,Mobile,USA,1323,0
10588,2023-01-01,189.32,POS,Mobile,Germany,1779,0
10589,2023-05-11,251.72,POS,Mobile,UK,1751,0
10590,2023-03-08,3.98,Online,Mobile,India,235,0
10591,2023-10-20,26.79,Online,Web,Canada,241,0
10592,2023-10-12,366.77,POS,Web,Germany,1636,0
10593,2023-03-30,95.84,Online,Mobile,UK,448,0
10594,2023-04-10,362.46,POS,Mobile,India,628,0
10595,2023-07-08,12.94,Online,Mobile,Germany,607,0
10596,2023-12-12,293.39,Online,Mobile,India,426,0
10597,2023-08-29,17.5,Online,Web,Canada,1160,0
10598,2023-09-27,126.35,POS,Mobile,Germany,557,0
10599,2023-08-07,554.75,Transfer,Mobile,Canada,253,0
10600,2023-06-25,16.17,Transfer,Mobile,USA,834,0
10601,2023-12-07,86.36,Transfer,Mobile,India,1325,0
10602,2023-08-21,146.11,Online,Web,Canada,1762,0
10603,2023-05-31,459.43,Transfer,Mobile,USA,1197,0
10604,2023-10-04,80.88,Online,Web,USA,881,0
10605,2023-08-17,329.06,Transfer,Mobile,India,787,0
10606,2023-06-20,253.29,Online,Web,Germany,729,0
10607,2023-08-11,73.36,Online,Mobile,Canada,725,0
10608,2023-08-01,83.35,Online,Mobile,UK,1599,0
10609,2023-10-09,42.39,Transfer,Mobile,USA,1095,0
10610,2023-02-10,236.16,POS,Web,UK,690,0
10611,2023-05-02,165.61,Online,Web,Canada,443,0
10612,2023-08-15,33.67,Online,Mobile,Canada,1518,0
10613,2023-10-21,193.55,POS,Web,UK,1573,0
10614,2023-03-29,138.09,Online,Mobile,UK,592,0
10615,2023-09-24,19.43,Online,Web,Canada,1779,0
10616,2023-01-29,614.54,POS,Mobile,Canada,1618,0
10617,2023-09-04,360.07,Online,Web,Germany,1595,0
10618,2023-11-12,14.73,Online,Web,UK,74,0
10619,2023-09-01,535.51,POS,Mobile,USA,1792,0
10620,2023-03-02,497.01,Online,Mobile,Germany,1081,0
10621,2023-05-27,8.62,Online,Web,UK,1856,0
10622,2023-06-23,45.0,Online,Mobile,Germany,906,0
10623,2023-10-05,242.41,Transfer,Web,Germany,1265,0
10624,2023-11-30,545.37,Online,Mobile,India,1504,1
10625,2023-05-22,346.45,Online,Mobile,UK,1872,0
10626,2023-02-13,66.23,Online,Mobile,Canada,425,0
10627,2023-05-24,6.8,POS,Mobile,UK,536,0
10628,2023-12-19,128.07,Transfer,Mobile,UK,1838,0
10629,2023-11-29,19.29,POS,Web,UK,1246,0
10630,2023-02-24,56.29,POS,Web,Canada,1755,0
10631,2023-11-03,204.38,Online,Mobile,UK,1801,0
10632,2023-12-24,136.65,POS,Mobile,India,1433,0
10633,2023-06-10,94.55,Online,Mobile,Canada,260,0
10634,2023-10-12,531.74,Online,Mobile,USA,22,1
10635,2023-11-21,42.88,Transfer,Web,India,1939,0
10636,2023-07-17,133.68,POS,Mobile,UK,1262,0
10637,2023-06-08,170.43,Online,Mobile,India,1204,0
10638,2023-03-21,77.7,Online,Mobile,Germany,204,0
10639,2023-01-31,244.36,Transfer,Web,Canada,892,0
10640,2023-04-22,403.9,Online,Mobile,USA,930,0
10641,2023-02-15,155.95,Online,Mobile,USA,1384,0
10642,2023-12-19,304.04,POS,Mobile,UK,664,0
10643,2023-07-24,12.58,Transfer,Mobile,USA,1839,0
10644,2023-02-21,33.4,Transfer,Mobile,India,1714,0
10645,2023-05-18,123.99,Transfer,Mobile,USA,1119,0
10646,2023-03-15,507.71,Online,Web,India,1329,0
10647,2023-02-10,151.68,Online,Mobile,Germany,232,0
10648,2023-03-18,113.23,POS,Mobile,USA,1918,0
10649,2023-07-06,183.31,Transfer,Mobile,India,1163,0
10650,2023-02-21,26.58,Online,Web,Germany,526,0
10651,2023-03-28,212.08,POS,Web,Canada,952,0
10652,2023-04-19,19.75,Transfer,Mobile,UK,313,0
10653,2023-08-13,171.98,Transfer,Mobile,Canada,850,0
10654,2023-09-05,250.63,POS,Mobile,UK,1362,0
10655,2023-03-10,106.04,POS,Mobile,USA,1270,0
10656,2023-04-30,483.61,POS,Web,Germany,1782,0
10657,2023-03-08,32.98,Transfer,Web,Canada,207,0
10658,2023-03-02,37.5,POS,Mobile,UK,899,0
10659,2023-11-23,145.51,Online,Web,Germany,1694,0
10660,2023-07-10,536.64,Online,Mobile,India,895,1
10661,2023-07-08,99.09,Online,Web,Germany,1661,0
10662,2023-05-31,521.82,POS,Mobile,Germany,1456,0
10663,2023-10-13,236.49,POS,Web,India,734,0
10664,2023-04-06,305.16,Online,Web,UK,846,0
10665,2023-11-08,555.71,POS,Mobile,USA,1862,0
10666,2023-11-05,169.88,POS,Web,India,1207,0
10667,2023-09-20,205.25,Online,Web,Germany,1329,0
10668,2023-04-07,173.02,Transfer,Web,India,80,0
10669,2023-04-23,307.29,Online,Mobile,USA,1986,0
10670,2023-05-05,63.88,Online,Web,India,1812,0
10671,2023-05-12,310.28,Online,Mobile,India,373,0
10672,2023-05-01,250.04,POS,Mobile,USA,639,0
10673,2023-07-16,184.29,Online,Web,Germany,1692,0
10674,2023-10-21,7.91,Online,Web,Canada,435,0
10675,2023-05-02,297.93,Online,Web,UK,1443,0
10676,2023-10-09,28.41,POS,Web,Canada,875,0
10677,2023-09-17,653.89,POS,Web,India,1014,0
10678,2023-02-08,17.0,Transfer,Mobile,Canada,1916,0
10679,2023-02-23,254.79,POS,Mobile,Germany,915,0
10680,2023-06-10,89.39,Online,Mobile,USA,263,0
10681,2023-10-16,266.13,Online,Mobile,USA,765,0
10682,2023-07-19,146.36,POS,Web,Canada,1820,0
10683,2023-10-03,198.58,Online,Web,Canada,970,0
10684,2023-01-16,15.69,Online,Web,Germany,380,0
10685,2023-06-22,679.12,Transfer,Mobile,USA,526,0
10686,2023-09-05,0.77,POS,Web,USA,1316,0
10687,2023-08-06,566.58,POS,Mobile,Germany,1614,0
10688,2023-03-28,167.98,POS,Mobile,India,1355,0
10689,2023-03-23,59.75,Transfer,Mobile,Canada,1485,0
10690,2023-03-03,203.07,Online,Mobile,UK,411,0
10691,2023-10-14,223.5,Transfer,Web,UK,459,0
10692,2023-02-11,262.11,Online,Mobile,India,157,0
10693,2023-01-12,3.31,Transfer,Web,UK,1593,0
10694,2023-11-17,812.36,Transfer,Web,Germany,1598,0
10695,2023-08-22,192.42,Online,Web,India,546,0
10696,2023-11-25,94.81,Online,Web,USA,35,0
10697,2023-05-11,169.1,Online,Mobile,Germany,1078,0
10698,2023-04-25,39.31,POS,Mobile,India,1833,0
10699,2023-08-06,56.81,POS,Mobile,USA,366,0
10700,2023-05-17,17.94,Online,Mobile,India,945,0
10701,2023-04-16,422.78,Online,Mobile,UK,821,0
10702,2023-06-28,57.96,Online,Mobile,Germany,261,0
10703,2023-01-16,269.19,Online,Web,Canada,432,0
10704,2023-08-30,64.1,Online,Mobile,USA,1670,0
10705,2023-11-30,31.56,Online,Web,UK,1028,0
10706,2023-08-14,22.89,POS,Web,UK,879,0
10707,2023-08-30,393.57,Online,Mobile,Germany,714,0
10708,2023-05-21,25.51,Online,Mobile,UK,1205,0
10709,2023-07-18,18.24,Online,Web,UK,1616,0
10710,2023-04-22,1.88,Transfer,Web,India,1454,0
10711,2023-05-07,91.28,POS,Web,India,1296,0
10712,2023-01-21,571.85,Transfer,Mobile,USA,135,0
10713,2023-05-27,478.61,Transfer,Mobile,USA,598,0
10714,2023-03-30,24.45,POS,Mobile,UK,961,0
10715,2023-10-30,2.51,Online,Mobile,Germany,1267,0
10716,2023-07-22,278.07,Online,Web,USA,1506,0
10717,2023-03-26,73.19,POS,Mobile,India,1221,0
10718,2023-06-16,359.97,POS,Web,Canada,1171,0
10719,2023-03-13,48.52,POS,Web,Germany,1238,0
10720,2023-10-25,135.54,Online,Mobile,UK,65,1
10721,2023-01-09,6.7,POS,Mobile,Germany,62,0
10722,2023-10-08,450.22,Online,Web,UK,1835,0
10723,2023-09-15,39.2,Online,Web,India,776,0
10724,2023-10-02,69.83,POS,Web,USA,1897,0
10725,2023-08-26,130.67,Transfer,Mobile,UK,1685,0
10726,2023-01-20,63.29,POS,Web,UK,905,0
10727,2023-08-21,8.2,Transfer,Mobile,India,935,0
10728,2023-08-09,5.9,POS,Mobile,India,1928,0
10729,2023-11-22,621.17,POS,Mobile,USA,16,1
10730,2023-01-17,78.76,Transfer,Web,UK,1689,0
10731,2023-03-30,81.41,Online,Mobile,UK,1073,0
10732,2023-07-15,512.53,Transfer,Web,Germany,791,0
10733,2023-12-16,361.77,POS,Web,Canada,363,0
10734,2023-03-25,232.27,Online,Mobile,UK,1419,0
10735,2023-03-28,214.88,Online,Web,India,1744,0
10736,2023-11-03,322.98,Online,Mobile,Germany,1319,0
10737,2023-12-04,37.0,Online,Web,USA,1006,0
10738,2023-06-03,218.29,Online,Mobile,India,963,0
10739,2023-08-16,20.72,POS,Mobile,Canada,1240,0
10740,2023-09-21,27.05,Online,Mobile,Canada,1198,0
10741,2023-08-11,55.61,POS,Web,USA,324,0
10742,2023-05-01,247.44,POS,Mobile,USA,777,0
10743,2023-06-22,446.14,Online,Mobile,UK,139,0
10744,2023-01-04,234.74,Online,Mobile,USA,1706,0
10745,2023-12-08,107.78,POS,Mobile,Germany,109,0
10746,2023-05-08,144.17,Online,Mobile,USA,939,0
10747,2023-04-20,249.19,Online,Web,UK,1719,0
10748,2023-12-21,190.01,Online,Mobile,USA,1531,0
10749,2023-02-06,150.78,Online,Web,USA,1429,0
10750,2023-03-12,54.05,Online,Mobile,Canada,1499,0
10751,2023-10-16,191.92,POS,Mobile,USA,502,0
10752,2023-01-31,3.77,Transfer,Mobile,India,903,0
10753,2023-09-25,164.22,Online,Mobile,India,81,1
10754,2023-01-11,343.79,POS,Web,Germany,1174,0
10755,2023-12-10,39.63,Transfer,Mobile,USA,1947,0
10756,2023-11-24,24.26,POS,Mobile,USA,1248,0
10757,2023-02-01,702.89,POS,Web,India,879,0
10758,2023-02-26,370.89,Online,Mobile,Canada,707,0
10759,2023-06-15,71.91,Online,Web,USA,203,0
10760,2023-07-07,46.78,Online,Mobile,India,1315,0
10761,2023-12-08,81.3,Transfer,Mobile,Germany,1576,0
10762,2023-01-19,112.85,Online,Mobile,Germany,1116,0
10763,2023-04-26,344.17,Online,Mobile,USA,1247,0
10764,2023-07-03,54.68,POS,Mobile,India,129,0
10765,2023-09-27,255.2,Online,Mobile,UK,1280,0
10766,2023-02-02,529.84,Transfer,Mobile,Germany,992,0
10767,2023-01-10,95.45,POS,Web,India,1418,0
10768,2023-03-21,5.28,Online,Web,Germany,1375,0
10769,2023-07-11,351.61,POS,Web,USA,783,0
10770,2023-11-16,246.48,Transfer,Mobile,UK,1178,0
10771,2023-07-09,32.29,Transfer,Mobile,Canada,706,0
10772,2023-03-09,181.72,Online,Web,Germany,488,0
10773,2023-12-14,348.38,Online,Web,Canada,1294,0
10774,2023-05-05,39.94,POS,Mobile,UK,1453,0
10775,2023-12-02,50.44,Online,Web,Germany,1157,0
10776,2023-02-28,45.07,Online,Mobile,Germany,67,1
10777,2023-04-07,1198.42,POS,Web,Germany,1612,0
10778,2023-10-02,52.15,Transfer,Web,USA,590,0
10779,2023-05-29,62.1,Online,Mobile,India,153,0
10780,2023-10-05,9.82,Transfer,Mobile,UK,490,0
10781,2023-09-22,818.21,Online,Mobile,USA,1255,1
10782,2023-01-09,56.67,Online,Mobile,Germany,1948,0
10783,2023-10-10,258.37,Online,Mobile,UK,1609,0
10784,2023-09-30,5.34,Transfer,Web,India,270,0
10785,2023-10-28,305.94,Transfer,Web,India,1437,0
10786,2023-01-08,277.75,POS,Mobile,USA,836,0
10787,2023-07-27,17.58,POS,Web,USA,1520,0
10788,2023-05-05,26.16,Transfer,Mobile,India,303,0
10789,2023-05-03,69.94,Online,Mobile,India,416,0
10790,2023-02-02,87.6,POS,Mobile,Canada,233,0
10791,2023-01-01,306.03,Transfer,Mobile,UK,1167,0
10792,2023-07-23,12.63,Online,Web,USA,26,0
10793,2023-01-06,210.1,Transfer,Web,UK,1491,0
10794,2023-10-24,51.89,POS,Web,Germany,25,0
10795,2023-01-05,96.41,POS,Mobile,USA,1298,0
10796,2023-03-21,0.44,Online,Mobile,India,542,0
10797,2023-10-01,68.81,Online,Mobile,India,901,0
10798,2023-06-26,37.59,Online,Web,UK,1419,0
10799,2023-12-04,140.22,Transfer,Web,UK,1058,0
10800,2023-11-17,34.44,POS,Web,Canada,456,0
10801,2023-12-05,361.36,POS,Web,Germany,1254,0
10802,2023-05-16,428.96,Online,Web,India,1801,0
10803,2023-01-25,373.24,Online,Mobile,India,1212,0
10804,2023-11-21,801.3,Online,Mobile,Germany,827,1
10805,2023-07-02,492.19,Online,Mobile,UK,947,0
10806,2023-06-17,65.64,Online,Mobile,UK,1153,0
10807,2023-12-04,75.51,Online,Mobile,Germany,1782,0
10808,2023-06-27,152.14,Online,Web,UK,502,0
10809,2023-04-05,97.21,POS,Mobile,Canada,1590,0
10810,2023-02-02,700.72,POS,Mobile,Germany,696,0
10811,2023-04-21,82.96,Online,Web,Canada,533,0
10812,2023-05-26,269.48,POS,Web,India,694,0
