transaction_id,transaction_date,amount,transaction_type,device_type,location,account_age_days,is_fraud,hours,day_of_week,month,amount_bucket,account_age_group
9279,2023-01-10,444.64,Online,Mobile,Canada,483,0,0,Tuesday,January,Medium,Mature
9280,2023-04-02,14.85,Transfer,Web,India,603,0,0,Sunday,April,Low,Mature
9281,2023-05-19,87.16,POS,Mobile,USA,1279,0,0,Friday,May,Low,old
9282,2023-11-29,162.8,Transfer,Web,India,5,0,0,Wednesday,November,Medium,New
9283,2023-12-23,413.73,POS,Web,UK,514,0,0,Saturday,December,Medium,Mature
9284,2023-12-06,304.24,Online,Mobile,India,908,0,0,Wednesday,December,Medium,Mature
9285,2023-02-21,4.54,Online,Web,USA,1038,0,0,Tuesday,February,Low,old
9286,2023-07-14,348.88,POS,Mobile,Canada,1307,0,0,Friday,July,Medium,old
9287,2023-07-25,203.29,Online,Mobile,Canada,380,0,0,Tuesday,July,Medium,Mature
9288,2023-10-14,28.62,Online,Mobile,USA,1986,0,0,Saturday,October,Low,old
9289,2023-04-03,192.19,POS,Mobile,Germany,319,0,0,Monday,April,Medium,Young
9290,2023-11-05,340.63,POS,Mobile,UK,340,0,0,Sunday,November,Medium,Young
9291,2023-05-25,184.32,Online,Mobile,UK,1903,0,0,Thursday,May,Medium,old
9292,2023-03-27,1413.29,POS,Web,USA,607,0,0,Monday,March,Very High,Mature
9293,2023-06-02,141.45,Online,Mobile,India,1545,0,0,Friday,June,Medium,old
9294,2023-01-02,223.64,Online,Web,Canada,281,0,0,Monday,January,Medium,Young
9295,2023-12-08,14.59,Online,Mobile,Canada,1445,0,0,Friday,December,Low,old
9296,2023-09-17,335.54,POS,Mobile,Canada,1201,0,0,Sunday,September,Medium,old
9297,2023-06-13,195.69,Transfer,Web,Germany,1936,0,0,Tuesday,June,Medium,old
9298,2023-01-06,164.76,Transfer,Web,Canada,7,0,0,Friday,January,Medium,New
9299,2023-05-29,246.75,POS,Mobile,Germany,1176,0,0,Monday,May,Medium,old
9300,2023-07-24,164.43,Transfer,Mobile,USA,790,0,0,Monday,July,Medium,Mature
9301,2023-04-28,290.87,POS,Web,India,1412,0,0,Friday,April,Medium,old
9302,2023-03-30,175.18,Online,Web,Canada,256,0,0,Thursday,March,Medium,Young
9303,2023-06-03,146.82,Online,Mobile,USA,588,0,0,Saturday,June,Medium,Mature
9304,2023-06-16,29.01,POS,Mobile,Germany,856,0,0,Friday,June,Low,Mature
9305,2023-06-10,127.67,POS,Web,UK,728,0,0,Saturday,June,Medium,Mature
9306,2023-09-27,154.54,Online,Mobile,UK,477,0,0,Wednesday,September,Medium,Mature
9307,2023-02-25,195.94,Online,Mobile,Germany,277,0,0,Saturday,February,Medium,Young
9308,2023-08-16,121.72,Transfer,Web,Canada,1512,0,0,Wednesday,August,Medium,old
9309,2023-12-03,31.72,Transfer,Mobile,Germany,1811,0,0,Sunday,December,Low,old
9310,2023-05-29,32.59,POS,Web,Germany,862,0,0,Monday,May,Low,Mature
9311,2023-02-15,255.3,Online,Web,Canada,1888,0,0,Wednesday,February,Medium,old
9312,2023-05-24,216.62,Transfer,Mobile,USA,1210,0,0,Wednesday,May,Medium,old
9313,2023-08-26,60.09,POS,Mobile,India,1269,0,0,Saturday,August,Low,old
9314,2023-09-29,118.07,Online,Web,UK,1761,0,0,Friday,September,Medium,old
9315,2023-04-30,73.33,Transfer,Web,USA,1557,0,0,Sunday,April,Low,old
9316,2023-12-06,39.94,POS,Mobile,Canada,800,0,0,Wednesday,December,Low,Mature
9317,2023-08-08,78.95,POS,Web,UK,102,0,0,Tuesday,August,Low,Young
9318,2023-01-08,60.95,Online,Web,USA,1079,0,0,Sunday,January,Low,old
9319,2023-12-10,17.2,Online,Web,UK,1717,0,0,Sunday,December,Low,old
9320,2023-10-02,140.43,POS,Mobile,Canada,275,0,0,Monday,October,Medium,Young
9321,2023-12-19,119.89,Online,Mobile,Germany,78,1,0,Tuesday,December,Medium,New
9322,2023-03-07,250.78,Online,Mobile,USA,1804,0,0,Tuesday,March,Medium,old
9323,2023-03-20,193.68,Online,Mobile,Germany,1549,0,0,Monday,March,Medium,old
9324,2023-03-27,84.13,Online,Mobile,India,1541,0,0,Monday,March,Low,old
9325,2023-05-04,137.16,POS,Web,USA,500,0,0,Thursday,May,Medium,Mature
9326,2023-07-21,153.61,Transfer,Mobile,UK,1942,0,0,Friday,July,Medium,old
9327,2023-05-30,499.11,Online,Mobile,India,621,0,0,Tuesday,May,Medium,Mature
9328,2023-02-15,800.11,Online,Mobile,UK,209,1,0,Wednesday,February,High,Young
9329,2023-04-23,338.07,Transfer,Web,Germany,933,0,0,Sunday,April,Medium,Mature
9330,2023-04-01,165.16,POS,Web,India,301,0,0,Saturday,April,Medium,Young
9331,2023-05-21,526.51,Online,Web,USA,171,0,0,Sunday,May,High,Young
9332,2023-10-16,39.23,Online,Mobile,UK,24,1,0,Monday,October,Low,New
9333,2023-08-06,238.47,POS,Web,USA,1016,0,0,Sunday,August,Medium,old
9334,2023-03-18,123.41,Transfer,Web,Germany,1739,0,0,Saturday,March,Medium,old
9335,2023-11-30,31.27,Transfer,Web,Canada,1648,0,0,Thursday,November,Low,old
9336,2023-06-01,15.64,Online,Mobile,UK,1359,0,0,Thursday,June,Low,old
9337,2023-11-19,131.07,Online,Web,USA,1063,0,0,Sunday,November,Medium,old
9338,2023-08-27,54.62,POS,Web,Germany,1146,0,0,Sunday,August,Low,old
9339,2023-04-25,57.67,Transfer,Mobile,Germany,496,0,0,Tuesday,April,Low,Mature
9340,2023-11-15,77.2,Transfer,Mobile,India,1803,0,0,Wednesday,November,Low,old
9341,2023-04-04,253.43,POS,Web,Germany,28,0,0,Tuesday,April,Medium,New
9342,2023-02-17,35.85,Transfer,Mobile,India,1853,0,0,Friday,February,Low,old
9343,2023-07-10,252.85,Online,Web,UK,1840,0,0,Monday,July,Medium,old
9344,2023-01-12,305.3,Online,Mobile,USA,801,0,0,Thursday,January,Medium,Mature
9345,2023-06-05,180.52,Online,Mobile,India,848,0,0,Monday,June,Medium,Mature
9346,2023-06-21,56.89,Online,Mobile,India,768,0,0,Wednesday,June,Low,Mature
9347,2023-10-23,10.58,POS,Web,USA,1253,0,0,Monday,October,Low,old
9348,2023-06-26,104.83,Online,Web,Germany,270,0,0,Monday,June,Medium,Young
9349,2023-12-07,376.05,Online,Web,Canada,1590,0,0,Thursday,December,Medium,old
9350,2023-02-26,21.49,Online,Web,Germany,1462,0,0,Sunday,February,Low,old
9351,2023-12-09,273.17,Online,Mobile,UK,1902,0,0,Saturday,December,Medium,old
9352,2023-12-06,126.18,Transfer,Web,UK,1101,0,0,Wednesday,December,Medium,old
9353,2023-07-22,458.2,Online,Mobile,USA,681,0,0,Saturday,July,Medium,Mature
9354,2023-07-04,88.07,Online,Web,Germany,1984,0,0,Tuesday,July,Low,old
9355,2023-05-01,243.99,Online,Web,UK,1947,0,0,Monday,May,Medium,old
9356,2023-08-14,269.51,Transfer,Mobile,Canada,1323,0,0,Monday,August,Medium,old
9357,2023-07-21,44.31,Online,Web,Canada,1548,0,0,Friday,July,Low,old
9358,2023-11-26,34.43,Transfer,Mobile,Germany,641,0,0,Sunday,November,Low,Mature
9359,2023-12-29,19.46,Online,Web,UK,1481,0,0,Friday,December,Low,old
9360,2023-12-22,241.85,Transfer,Mobile,Germany,447,0,0,Friday,December,Medium,Mature
9361,2023-08-04,158.88,Online,Mobile,India,249,0,0,Friday,August,Medium,Young
9362,2023-02-12,18.14,Online,Mobile,UK,1106,0,0,Sunday,February,Low,old
9363,2023-01-23,73.73,POS,Mobile,India,493,0,0,Monday,January,Low,Mature
9364,2023-06-04,30.71,POS,Mobile,USA,1103,0,0,Sunday,June,Low,old
9365,2023-07-05,19.45,Online,Web,India,898,0,0,Wednesday,July,Low,Mature
9366,2023-09-06,70.98,Online,Mobile,UK,157,0,0,Wednesday,September,Low,Young
9367,2023-08-25,20.25,Online,Web,UK,160,0,0,Friday,August,Low,Young
9368,2023-10-20,60.27,POS,Web,USA,1725,0,0,Friday,October,Low,old
9369,2023-05-14,160.91,Transfer,Mobile,Canada,1851,0,0,Sunday,May,Medium,old
9370,2023-11-17,164.61,Online,Mobile,USA,113,0,0,Friday,November,Medium,Young
9371,2023-01-22,36.79,Online,Web,UK,1825,0,0,Sunday,January,Low,old
9372,2023-12-27,42.39,Online,Mobile,UK,1830,0,0,Wednesday,December,Low,old
9373,2023-03-29,386.17,Online,Mobile,UK,416,0,0,Wednesday,March,Medium,Mature
9374,2023-06-02,36.53,POS,Web,India,969,0,0,Friday,June,Low,Mature
9375,2023-05-05,9.36,Transfer,Mobile,UK,296,0,0,Friday,May,Low,Young
9376,2023-03-20,56.16,Online,Web,USA,887,0,0,Monday,March,Low,Mature
9377,2023-12-12,171.81,Online,Web,India,155,0,0,Tuesday,December,Medium,Young
9378,2023-02-20,1.45,Transfer,Mobile,USA,385,0,0,Monday,February,Low,Mature
9379,2023-08-04,839.77,POS,Mobile,Canada,1879,0,0,Friday,August,High,old
9380,2023-06-25,52.37,Transfer,Mobile,UK,1172,0,0,Sunday,June,Low,old
9381,2023-12-24,54.39,Transfer,Mobile,USA,1246,0,0,Sunday,December,Low,old
9382,2023-09-10,268.35,Online,Mobile,Canada,262,0,0,Sunday,September,Medium,Young
9383,2023-09-03,57.05,Online,Web,Canada,481,0,0,Sunday,September,Low,Mature
9384,2023-08-15,100.89,Transfer,Web,UK,44,0,0,Tuesday,August,Medium,New
9385,2023-04-16,157.02,Online,Mobile,Germany,832,0,0,Sunday,April,Medium,Mature
9386,2023-07-12,4.42,Online,Web,Canada,873,0,0,Wednesday,July,Low,Mature
9387,2023-11-12,363.16,POS,Web,India,1464,0,0,Sunday,November,Medium,old
9388,2023-10-29,143.51,Online,Mobile,UK,1467,0,0,Sunday,October,Medium,old
9389,2023-02-05,75.06,Transfer,Mobile,India,359,0,0,Sunday,February,Low,Young
9390,2023-07-23,102.09,POS,Mobile,Germany,259,0,0,Sunday,July,Medium,Young
9391,2023-09-24,11.49,Transfer,Mobile,UK,12,0,0,Sunday,September,Low,New
9392,2023-09-25,253.16,Online,Web,India,1385,0,0,Monday,September,Medium,old
9393,2023-06-19,155.09,POS,Mobile,UK,149,0,0,Monday,June,Medium,Young
9394,2023-02-08,490.66,Online,Web,Germany,1311,0,0,Wednesday,February,Medium,old
9395,2023-05-19,124.79,Online,Mobile,Canada,581,0,0,Friday,May,Medium,Mature
9396,2023-10-19,352.52,POS,Web,Canada,1086,0,0,Thursday,October,Medium,old
9397,2023-02-21,41.73,Transfer,Web,Germany,85,0,0,Tuesday,February,Low,New
9398,2023-10-14,11.63,Online,Mobile,USA,716,0,0,Saturday,October,Low,Mature
9399,2023-10-16,593.0,Online,Mobile,Germany,298,1,0,Monday,October,High,Young
9400,2023-05-21,59.4,Online,Mobile,Canada,1311,0,0,Sunday,May,Low,old
9401,2023-05-26,358.65,Online,Web,India,820,0,0,Friday,May,Medium,Mature
9402,2023-11-10,59.5,Online,Web,UK,822,0,0,Friday,November,Low,Mature
9403,2023-07-03,33.88,Transfer,Mobile,India,1251,0,0,Monday,July,Low,old
9404,2023-06-01,263.75,POS,Web,Germany,153,0,0,Thursday,June,Medium,Young
9405,2023-07-20,301.38,Transfer,Web,India,1860,0,0,Thursday,July,Medium,old
9406,2023-05-08,371.08,Transfer,Web,Canada,220,0,0,Monday,May,Medium,Young
9407,2023-10-14,400.3,POS,Mobile,UK,1951,0,0,Saturday,October,Medium,old
9408,2023-11-07,131.99,POS,Web,USA,1836,0,0,Tuesday,November,Medium,old
9409,2023-09-10,102.24,Online,Web,USA,1575,0,0,Sunday,September,Medium,old
9410,2023-09-23,278.04,Online,Mobile,Canada,7,1,0,Saturday,September,Medium,New
9411,2023-07-07,168.51,Online,Mobile,Germany,1264,0,0,Friday,July,Medium,old
9412,2023-08-18,672.11,Online,Mobile,Canada,154,1,0,Friday,August,High,Young
9413,2023-09-28,94.27,Online,Mobile,Germany,1788,0,0,Thursday,September,Low,old
9414,2023-09-16,8.76,POS,Mobile,India,153,0,0,Saturday,September,Low,Young
9415,2023-10-26,177.98,POS,Mobile,Germany,1761,0,0,Thursday,October,Medium,old
9416,2023-07-17,87.23,Online,Mobile,USA,1435,0,0,Monday,July,Low,old
9417,2023-11-19,83.91,Online,Mobile,India,17,1,0,Sunday,November,Low,New
9418,2023-02-25,166.26,Online,Mobile,Germany,1465,0,0,Saturday,February,Medium,old
9419,2023-11-15,509.65,POS,Mobile,USA,1801,0,0,Wednesday,November,High,old
9420,2023-07-22,62.11,Transfer,Mobile,Canada,788,0,0,Saturday,July,Low,Mature
9421,2023-09-28,95.48,Online,Mobile,Germany,533,0,0,Thursday,September,Low,Mature
9422,2023-04-19,443.74,Transfer,Web,UK,1961,0,0,Wednesday,April,Medium,old
9423,2023-04-26,451.18,POS,Mobile,USA,61,0,0,Wednesday,April,Medium,New
9424,2023-04-02,53.47,Online,Web,Germany,936,0,0,Sunday,April,Low,Mature
9425,2023-05-18,245.06,POS,Mobile,UK,1966,0,0,Thursday,May,Medium,old
9426,2023-10-30,107.42,POS,Mobile,UK,9,0,0,Monday,October,Medium,New
9427,2023-02-26,549.78,POS,Mobile,India,1018,0,0,Sunday,February,High,old
9428,2023-02-19,263.54,POS,Mobile,USA,717,0,0,Sunday,February,Medium,Mature
9429,2023-03-12,136.38,POS,Mobile,Germany,1983,0,0,Sunday,March,Medium,old
9430,2023-03-23,340.1,Online,Web,Canada,708,0,0,Thursday,March,Medium,Mature
9431,2023-04-15,1231.13,Online,Mobile,India,1754,1,0,Saturday,April,Very High,old
9432,2023-03-29,118.5,Online,Mobile,India,536,0,0,Wednesday,March,Medium,Mature
9433,2023-01-02,93.53,Online,Mobile,India,1922,0,0,Monday,January,Low,old
9434,2023-12-26,186.81,POS,Mobile,India,1311,0,0,Tuesday,December,Medium,old
9435,2023-03-25,229.82,Online,Web,USA,1911,0,0,Saturday,March,Medium,old
9436,2023-02-12,243.78,POS,Web,Canada,612,0,0,Sunday,February,Medium,Mature
9437,2023-06-03,128.33,Online,Mobile,India,1410,0,0,Saturday,June,Medium,old
9438,2023-11-23,80.78,Online,Mobile,Germany,354,0,0,Thursday,November,Low,Young
9439,2023-04-04,345.11,Online,Mobile,USA,106,0,0,Tuesday,April,Medium,Young
9440,2023-10-25,635.26,POS,Mobile,USA,152,0,0,Wednesday,October,High,Young
9441,2023-05-13,398.99,Transfer,Web,UK,1095,0,0,Saturday,May,Medium,old
9442,2023-03-06,229.36,Online,Mobile,Germany,1431,0,0,Monday,March,Medium,old
9443,2023-10-17,89.3,Online,Mobile,Germany,47,1,0,Tuesday,October,Low,New
9444,2023-09-14,194.83,Online,Web,UK,1364,0,0,Thursday,September,Medium,old
9445,2023-08-01,21.33,Transfer,Mobile,Canada,1134,0,0,Tuesday,August,Low,old
9446,2023-05-28,152.68,POS,Web,India,875,0,0,Sunday,May,Medium,Mature
9447,2023-03-02,303.94,Transfer,Mobile,India,421,0,0,Thursday,March,Medium,Mature
9448,2023-05-29,57.82,Online,Web,Germany,201,0,0,Monday,May,Low,Young
9449,2023-03-29,139.24,POS,Mobile,Germany,1271,0,0,Wednesday,March,Medium,old
9450,2023-11-20,15.22,Online,Web,Canada,124,0,0,Monday,November,Low,Young
9451,2023-10-05,364.65,Online,Web,Canada,1978,0,0,Thursday,October,Medium,old
9452,2023-03-23,86.23,POS,Web,India,1569,0,0,Thursday,March,Low,old
9453,2023-05-09,174.55,Online,Web,UK,1267,0,0,Tuesday,May,Medium,old
9454,2023-10-13,95.14,POS,Web,UK,702,0,0,Friday,October,Low,Mature
9455,2023-12-19,182.06,POS,Mobile,India,1558,0,0,Tuesday,December,Medium,old
9456,2023-10-07,272.67,Online,Web,USA,1143,0,0,Saturday,October,Medium,old
9457,2023-09-27,79.15,Online,Mobile,UK,1443,0,0,Wednesday,September,Low,old
9458,2023-10-19,146.49,Online,Web,India,195,0,0,Thursday,October,Medium,Young
9459,2023-07-22,316.83,Online,Mobile,USA,1727,0,0,Saturday,July,Medium,old
9460,2023-01-24,232.86,Online,Web,Germany,612,0,0,Tuesday,January,Medium,Mature
9461,2023-12-17,11.75,Online,Web,Canada,1049,0,0,Sunday,December,Low,old
9462,2023-11-07,168.22,Online,Web,Germany,848,0,0,Tuesday,November,Medium,Mature
9463,2023-07-27,94.43,POS,Mobile,UK,627,0,0,Thursday,July,Low,Mature
9464,2023-10-07,246.74,Online,Web,India,456,0,0,Saturday,October,Medium,Mature
9465,2023-07-24,3.36,Online,Mobile,Canada,914,0,0,Monday,July,Low,Mature
9466,2023-06-01,80.27,Transfer,Web,Germany,185,0,0,Thursday,June,Low,Young
9467,2023-01-26,18.09,Online,Mobile,India,473,0,0,Thursday,January,Low,Mature
9468,2023-07-13,506.38,POS,Mobile,India,1271,0,0,Thursday,July,High,old
9469,2023-12-02,418.3,Online,Mobile,UK,166,0,0,Saturday,December,Medium,Young
9470,2023-08-26,688.96,POS,Mobile,Canada,1973,0,0,Saturday,August,High,old
9471,2023-11-17,206.27,Online,Mobile,UK,821,0,0,Friday,November,Medium,Mature
9472,2023-03-16,329.06,Online,Mobile,India,1954,0,0,Thursday,March,Medium,old
9473,2023-06-12,189.28,POS,Mobile,USA,1791,0,0,Monday,June,Medium,old
9474,2023-10-26,135.47,Transfer,Web,USA,1941,0,0,Thursday,October,Medium,old
9475,2023-01-29,358.94,Transfer,Web,UK,1060,0,0,Sunday,January,Medium,old
9476,2023-06-14,299.37,Online,Web,Germany,756,0,0,Wednesday,June,Medium,Mature
9477,2023-12-03,264.31,Online,Mobile,India,1297,0,0,Sunday,December,Medium,old
9478,2023-07-05,448.7,POS,Mobile,Canada,1140,0,0,Wednesday,July,Medium,old
9479,2023-02-23,528.3,Online,Mobile,Canada,1150,1,0,Thursday,February,High,old
9480,2023-10-22,117.86,POS,Web,Germany,1454,0,0,Sunday,October,Medium,old
9481,2023-02-11,66.49,Transfer,Mobile,Canada,137,0,0,Saturday,February,Low,Young
9482,2023-10-12,143.4,Online,Web,UK,630,0,0,Thursday,October,Medium,Mature
9483,2023-05-18,19.54,Transfer,Mobile,Canada,310,0,0,Thursday,May,Low,Young
9484,2023-07-06,556.64,POS,Mobile,India,201,0,0,Thursday,July,High,Young
9485,2023-07-23,825.21,Online,Mobile,UK,283,1,0,Sunday,July,High,Young
9486,2023-02-11,211.52,Online,Mobile,USA,922,0,0,Saturday,February,Medium,Mature
9487,2023-12-16,274.21,Online,Mobile,USA,1527,0,0,Saturday,December,Medium,old
9488,2023-10-15,78.22,Online,Web,Canada,18,0,0,Sunday,October,Low,New
9489,2023-01-26,402.38,Online,Mobile,Germany,1453,0,0,Thursday,January,Medium,old
9490,2023-02-25,461.12,Online,Mobile,USA,1455,0,0,Saturday,February,Medium,old
9491,2023-09-10,16.0,Online,Web,USA,1706,0,0,Sunday,September,Low,old
9492,2023-05-02,28.18,POS,Mobile,India,209,0,0,Tuesday,May,Low,Young
9493,2023-04-16,60.45,POS,Mobile,Germany,78,0,0,Sunday,April,Low,New
9494,2023-05-10,243.26,Online,Mobile,USA,1105,0,0,Wednesday,May,Medium,old
9495,2023-12-03,40.51,POS,Mobile,UK,1312,0,0,Sunday,December,Low,old
9496,2023-06-07,49.71,Transfer,Mobile,India,787,0,0,Wednesday,June,Low,Mature
9497,2023-08-19,96.21,Online,Web,UK,460,0,0,Saturday,August,Low,Mature
9498,2023-11-04,189.16,POS,Mobile,India,1508,0,0,Saturday,November,Medium,old
9499,2023-04-01,748.54,POS,Mobile,India,1305,0,0,Saturday,April,High,old
9500,2023-01-22,306.4,Online,Web,India,147,0,0,Sunday,January,Medium,Young
9501,2023-10-17,163.43,Transfer,Mobile,India,592,0,0,Tuesday,October,Medium,Mature
9502,2023-04-20,10.13,Online,Web,Canada,1055,0,0,Thursday,April,Low,old
9503,2023-02-18,145.48,Transfer,Mobile,India,294,0,0,Saturday,February,Medium,Young
9504,2023-05-09,45.65,POS,Mobile,Germany,960,0,0,Tuesday,May,Low,Mature
9505,2023-03-14,71.35,Online,Mobile,Canada,1776,0,0,Tuesday,March,Low,old
9506,2023-12-06,57.77,POS,Mobile,Germany,148,0,0,Wednesday,December,Low,Young
9507,2023-02-22,85.37,Transfer,Web,Canada,1187,0,0,Wednesday,February,Low,old
9508,2023-12-22,12.86,Transfer,Mobile,India,1699,0,0,Friday,December,Low,old
9509,2023-06-17,172.0,POS,Web,UK,1591,0,0,Saturday,June,Medium,old
9510,2023-02-14,9.37,Online,Web,India,384,0,0,Tuesday,February,Low,Mature
9511,2023-04-15,216.11,Online,Web,Canada,1906,0,0,Saturday,April,Medium,old
9512,2023-05-30,262.46,Transfer,Mobile,India,356,0,0,Tuesday,May,Medium,Young
9513,2023-05-26,133.13,Transfer,Mobile,UK,1520,0,0,Friday,May,Medium,old
9514,2023-07-23,303.97,Online,Web,Canada,314,0,0,Sunday,July,Medium,Young
9515,2023-12-28,684.63,Online,Web,India,1716,0,0,Thursday,December,High,old
9516,2023-10-26,83.12,POS,Web,USA,665,0,0,Thursday,October,Low,Mature
9517,2023-06-16,192.94,Online,Mobile,Germany,488,0,0,Friday,June,Medium,Mature
9518,2023-07-20,78.23,Online,Mobile,USA,859,0,0,Thursday,July,Low,Mature
9519,2023-05-14,117.18,POS,Mobile,UK,306,0,0,Sunday,May,Medium,Young
9520,2023-07-30,4.21,POS,Web,Canada,582,0,0,Sunday,July,Low,Mature
9521,2023-02-17,15.45,Online,Mobile,Germany,772,0,0,Friday,February,Low,Mature
9522,2023-05-06,319.43,Transfer,Mobile,Germany,628,0,0,Saturday,May,Medium,Mature
9523,2023-08-27,30.14,Transfer,Mobile,Canada,499,0,0,Sunday,August,Low,Mature
9524,2023-01-07,240.23,Online,Web,Germany,596,0,0,Saturday,January,Medium,Mature
9525,2023-09-29,246.8,Online,Mobile,USA,1673,0,0,Friday,September,Medium,old
9526,2023-02-06,1115.92,Online,Mobile,UK,961,1,0,Monday,February,Very High,Mature
9527,2023-07-30,237.88,Online,Mobile,USA,213,0,0,Sunday,July,Medium,Young
9528,2023-06-14,27.56,Online,Web,USA,359,0,0,Wednesday,June,Low,Young
9529,2023-05-05,196.99,POS,Mobile,India,152,0,0,Friday,May,Medium,Young
9530,2023-12-03,148.53,POS,Web,USA,1027,0,0,Sunday,December,Medium,old
9531,2023-07-11,498.73,POS,Mobile,UK,658,0,0,Tuesday,July,Medium,Mature
9532,2023-08-06,234.33,Online,Mobile,Germany,1748,0,0,Sunday,August,Medium,old
9533,2023-08-02,146.16,POS,Mobile,UK,239,0,0,Wednesday,August,Medium,Young
9534,2023-03-03,195.75,Transfer,Web,USA,313,0,0,Friday,March,Medium,Young
9535,2023-11-24,117.2,POS,Mobile,UK,1131,0,0,Friday,November,Medium,old
9536,2023-06-10,142.02,POS,Mobile,Canada,823,0,0,Saturday,June,Medium,Mature
9537,2023-03-07,256.28,Transfer,Mobile,Canada,674,0,0,Tuesday,March,Medium,Mature
9538,2023-10-13,16.32,Transfer,Mobile,India,309,0,0,Friday,October,Low,Young
9539,2023-08-27,191.08,Online,Mobile,USA,1977,0,0,Sunday,August,Medium,old
9540,2023-01-20,18.47,Transfer,Web,Canada,704,0,0,Friday,January,Low,Mature
9541,2023-07-07,386.31,Transfer,Web,USA,1710,0,0,Friday,July,Medium,old
9542,2023-03-23,571.07,POS,Mobile,India,749,0,0,Thursday,March,High,Mature
9543,2023-12-29,303.01,Online,Mobile,India,1147,0,0,Friday,December,Medium,old
9544,2023-07-21,253.19,POS,Web,Germany,896,0,0,Friday,July,Medium,Mature
9545,2023-05-12,575.58,POS,Web,Canada,1458,0,0,Friday,May,High,old
9546,2023-02-06,49.32,Online,Mobile,Canada,279,0,0,Monday,February,Low,Young
9547,2023-05-12,51.97,POS,Mobile,India,287,0,0,Friday,May,Low,Young
9548,2023-03-18,131.18,Transfer,Mobile,Canada,1464,0,0,Saturday,March,Medium,old
9549,2023-03-30,1.5,Online,Mobile,India,1677,0,0,Thursday,March,Low,old
9550,2023-09-10,670.88,Transfer,Web,Canada,443,0,0,Sunday,September,High,Mature
9551,2023-12-10,6.56,POS,Mobile,Canada,731,0,0,Sunday,December,Low,Mature
9552,2023-07-13,181.32,POS,Mobile,USA,1115,0,0,Thursday,July,Medium,old
9553,2023-06-25,87.38,Online,Mobile,India,1450,0,0,Sunday,June,Low,old
9554,2023-02-02,21.73,POS,Web,USA,291,0,0,Thursday,February,Low,Young
9555,2023-02-27,4.98,POS,Mobile,Canada,1385,0,0,Monday,February,Low,old
9556,2023-07-20,60.88,POS,Web,USA,248,0,0,Thursday,July,Low,Young
9557,2023-01-28,22.56,Online,Mobile,Germany,178,0,0,Saturday,January,Low,Young
9558,2023-02-04,563.78,Online,Web,UK,406,0,0,Saturday,February,High,Mature
9559,2023-05-05,56.14,Online,Web,UK,1122,0,0,Friday,May,Low,old
9560,2023-11-17,19.77,POS,Mobile,USA,1272,0,0,Friday,November,Low,old
9561,2023-02-11,293.66,Online,Mobile,India,542,0,0,Saturday,February,Medium,Mature
9562,2023-03-26,106.97,Online,Mobile,India,1471,0,0,Sunday,March,Medium,old
9563,2023-07-07,371.15,Transfer,Web,UK,1964,0,0,Friday,July,Medium,old
9564,2023-04-21,364.56,Online,Mobile,Germany,1097,0,0,Friday,April,Medium,old
9565,2023-09-28,975.42,Online,Web,USA,735,0,0,Thursday,September,High,Mature
9566,2023-11-21,325.75,Online,Mobile,Canada,1809,0,0,Tuesday,November,Medium,old
9567,2023-04-15,48.2,Transfer,Mobile,Germany,272,0,0,Saturday,April,Low,Young
9568,2023-11-16,176.59,Online,Web,India,356,0,0,Thursday,November,Medium,Young
9569,2023-02-10,149.42,Online,Web,UK,426,0,0,Friday,February,Medium,Mature
9570,2023-08-03,141.93,POS,Web,Germany,998,0,0,Thursday,August,Medium,Mature
9571,2023-03-12,70.42,POS,Mobile,Canada,2,0,0,Sunday,March,Low,New
9572,2023-02-25,47.18,Online,Mobile,USA,864,0,0,Saturday,February,Low,Mature
9573,2023-08-24,252.39,Online,Web,Canada,1061,0,0,Thursday,August,Medium,old
9574,2023-10-08,21.46,Online,Mobile,Germany,1059,0,0,Sunday,October,Low,old
9575,2023-04-15,10.18,POS,Mobile,USA,564,0,0,Saturday,April,Low,Mature
9576,2023-06-11,96.01,Online,Mobile,USA,1907,0,0,Sunday,June,Low,old
9577,2023-07-10,272.46,POS,Mobile,India,62,0,0,Monday,July,Medium,New
9578,2023-01-09,405.8,POS,Web,India,970,0,0,Monday,January,Medium,Mature
9579,2023-03-01,155.36,Online,Web,UK,1669,0,0,Wednesday,March,Medium,old
9580,2023-11-01,366.43,POS,Mobile,Canada,40,0,0,Wednesday,November,Medium,New
9581,2023-08-13,5.12,POS,Mobile,USA,1206,0,0,Sunday,August,Low,old
9582,2023-11-03,121.53,POS,Web,Canada,748,0,0,Friday,November,Medium,Mature
9583,2023-07-07,28.63,Online,Mobile,Germany,189,0,0,Friday,July,Low,Young
9584,2023-03-11,174.8,Transfer,Web,Canada,200,0,0,Saturday,March,Medium,Young
9585,2023-10-20,507.63,Online,Mobile,Germany,1393,1,0,Friday,October,High,old
9586,2023-10-14,1.44,POS,Web,USA,116,0,0,Saturday,October,Low,Young
9587,2023-06-18,220.66,Online,Mobile,USA,1032,0,0,Sunday,June,Medium,old
9588,2023-03-03,314.38,POS,Web,USA,360,0,0,Friday,March,Medium,Young
9589,2023-12-15,272.89,Online,Mobile,UK,1689,0,0,Friday,December,Medium,old
9590,2023-01-14,3.99,Online,Mobile,Canada,342,0,0,Saturday,January,Low,Young
9591,2023-06-13,38.2,Online,Mobile,Canada,780,0,0,Tuesday,June,Low,Mature
